Date,Open,High,Low,Close,Adj Close,Volume
15-07-2015,1250.5,1274.974976,1250,1272.875,1063.994507,2003660
16-07-2015,1271.849976,1279.425049,1263.300049,1270.099976,1061.674805,1456608
17-07-2015,1273.400024,1285.050049,1271.650024,1282.199951,1071.789307,1070526
20-07-2015,1282,1291.949951,1275.949951,1289.574951,1080.270996,853786
21-07-2015,1288,1300.175049,1277.550049,1280.699951,1072.836426,1274500
22-07-2015,1280.5,1284.5,1260.525024,1264.025024,1058.867676,1320628
23-07-2015,1258.75,1268.925049,1241.5,1244.300049,1042.34436,1496780
24-07-2015,1248.75,1258.25,1246.050049,1252.574951,1049.276611,1574972
27-07-2015,1244,1252.5,1240.574951,1248.525024,1045.883667,2003738
28-07-2015,1249.75,1259.5,1246.074951,1251.025024,1047.977783,1891188
29-07-2015,1255.5,1257.525024,1241.75,1253.375,1049.946289,2413318
30-07-2015,1258.025024,1258.400024,1236.400024,1240.324951,1039.014404,2770574
31-07-2015,1244.949951,1259.5,1243.5,1255.375,1051.621704,1963776
03-08-2015,1251.699951,1262.5,1250.449951,1254.800049,1051.140137,1179324
04-08-2015,1255.199951,1261.5,1243,1254.449951,1050.846924,2342692
05-08-2015,1260,1275,1255.5,1273.574951,1066.867676,988994
06-08-2015,1282.5,1291.5,1275.050049,1286.650024,1077.820801,2211366
07-08-2015,1286.5,1286.5,1273.5,1276.025024,1068.919678,1188506
10-08-2015,1286,1294.5,1278.300049,1286.050049,1077.318237,1431182
11-08-2015,1289,1305,1271.050049,1302.099976,1090.763184,2200306
12-08-2015,1301.550049,1345.699951,1301,1335.849976,1119.035645,3479784
13-08-2015,1335,1342,1278,1317.800049,1103.914795,1406426
14-08-2015,1319,1359.675049,1318.550049,1351.599976,1132.229248,2293964
17-08-2015,1345.050049,1348.400024,1327.5,1342.375,1124.501099,773644
18-08-2015,1353.449951,1374.949951,1345,1370.449951,1148.019775,1916926
19-08-2015,1375,1376.425049,1360.949951,1366.800049,1144.962036,1690070
20-08-2015,1372.5,1372.5,1336,1343.425049,1125.380859,2349298
21-08-2015,1356,1364.949951,1327.550049,1338.074951,1120.899048,3536080
24-08-2015,1319.5,1322.5,1284.550049,1289.324951,1080.061646,4692344
25-08-2015,1293.949951,1311,1267.75,1283.574951,1075.244751,3925800
26-08-2015,1279.025024,1319.5,1255.974976,1288.375,1079.265625,3216158
27-08-2015,1307.449951,1307.449951,1272.900024,1287.324951,1078.386108,5264798
28-08-2015,1304.5,1304.5,1278.849976,1285.425049,1076.794678,2744152
31-08-2015,1295,1295,1265.525024,1282.025024,1073.946289,3692044
